"nfid","countrycode"
70211472,CH
70242536,CH
70303288,CH
70170064,CH
70229048,CH
70229040,CH
70217384,CH
70262616,CH
70227936,CH
70217912,CH
70189312,CH
70208600,CH
70231920,CH
70218680,CH
70202136,CH
70242544,CH
70137792,CH
70208104,CH
70130448,CH
80005872,CH
70185192,CH
70144648,CH
70219496,CH
70202136,CH
70202128,CH
70117296,CH
70229040,CH
70141584,CH
70178624,CH
70121504,CH
70213512,CH
70167064,CH
70137752,CH
70167072,CH
70140912,CH
70213472,CH
70139384,CH
70134400,CH
70243336,CH
70153552,CH
70295584,CH
80025416,CH
70153552,CH
70295568,CH
80022960,CH
80025408,CH
70152216,CH
70295568,CH
70281360,CH
80023008,CH
70129584,CH
70236560,CH
70140904,CH
70132224,CH
70228096,CH
70205688,CH
70205688,CH
70202144,CH
80018192,CH
80005528,CH
80001232,CH
80001232,CH
80008584,CH
80035680,CH
80035688,CH
70230560,CH
70250400,CH
80052712,CH
70217376,CH
70258360,CH
70217912,CH
80066800,CH
70135896,CH
80040120,CH
70117312,CH
80059344,CH
70189048,CH
80059048,CH
70276592,CH
70198056,CH
80075600,CH
70257416,CH
80075600,CH
80075912,CH
70213472,CH
80076472,CH
70155536,CH
70184048,CH
70261048,CH
70167072,CH
70167072,CH
70221488,CH
80094960,CH
80093832,CH
70208104,CH
80084448,CH
80058560,CH
70216224,CH
80091344,CH
70201872,CH
70130440,CH
70127240,CH
70213464,CH
70202144,CH
70201872,CH
70304248,CH
80113904,CH
80108776,CH
80114464,CH
70290912,CH
70129456,CH
70241120,CH
80134440,CH
80134520,CH
80097248,CH
80132160,CH
70202144,CH
60034392,CH
80127648,CH
80111920,CH
80111880,CH
80131560,CH
70170280,CH
80107216,CH
80135640,CH
80139280,CH
80126184,CH
80126208,CH
80126152,CH
80126208,CH
80126216,CH
80039968,CH
80152848,CH
70141816,CH
80169680,CH
80175624,CH
80174488,CH
70268208,CH
70236016,CH
70176968,CH
80165856,CH
70261056,CH
70204288,CH
80165856,CH
80144664,CH
80166512,CH
80178944,CH
70229496,CH
70257776,CH
70144560,CH
80198768,CH
80210616,CH
70272768,CH
80202272,CH
70259408,CH
80193664,CH
70278880,CH
80227704,CH
80241072,CH
80996368,CH
70251160,CH
80039904,CH
70245000,CH
80236280,CH
81006960,CH
81005216,CH
70139072,CH
70139072,CH
70187504,CH
70229048,CH
70213512,CH
70139544,CH
70229552,CH
70225600,CH
70215464,CH
70241088,CH
70185136,CH
70139072,CH
70139072,CH
70123128,CH
70185144,CH
81036528,CH
81020728,CH
70256448,CH
70215456,CH
81010872,CH
81010864,CH
81072920,CH
70157264,CH
81151824,CH
81137488,CH
70178608,CH
81192888,CH
81192936,CH
70257840,CH
81149216,CH
81193000,CH
81192992,CH
81193008,CH
81151080,CH
70181736,CH
81151848,CH
81232408,CH
81219480,CH
70139560,CH
81232432,CH
81236312,CH
70262784,CH
81248632,CH
81254784,CH
81254744,CH
81254736,CH
81254784,CH
81260304,CH
81254776,CH
81254784,CH
81270776,CH
70217928,CH
81282304,CH
81282312,CH
81252528,CH
70302480,CH
81270776,CH
81277544,CH
81314928,CH
81003928,CH
81324776,CH
81334880,CH
81334872,CH
81282288,CH
81165088,CH
70261048,CH
81354112,CH
70189056,CH
81351464,CH
81332616,CH
81394888,CH
81382136,CH
81382176,CH
81382160,CH
81382168,CH
81411160,CH
81435600,CH
70249056,CH
70258224,CH
81424368,CH
70224936,CH
70130728,CH
70298944,CH
70257720,CH
81443376,CH
81351560,CH
80005456,CH
81457056,CH
81457056,CH
81457040,CH
81446616,CH
81409128,CH
81408952,CH
81409048,CH
70272704,CH
81409032,CH
70262456,CH
70178216,CH
70305880,CH
70281312,CH
80027568,CH
80018984,CH
70300624,CH
70281344,CH
80000136,CH
70304248,CH
70242312,CH
70267800,CH
70300064,CH
70300800,CH
80019504,CH
80004480,CH
70251536,CH
70266112,CH
80032640,CH
70267728,CH
80026432,CH
70271776,CH
80031712,CH
80029520,CH
70266672,CH
70241752,CH
70299288,CH
70272728,CH
80029200,CH
70241416,CH
70304184,CH
70242312,CH
70290568,CH
70295416,CH
80000768,CH
80011536,CH
70279184,CH
80005440,CH
70296736,CH
80008432,CH
80009432,CH
70299904,CH
70304192,CH
80026224,CH
70301872,CH
70306704,CH
70269400,CH
70281560,CH
70263888,CH
80005776,CH
70283200,CH
70243680,CH
70273616,CH
70285784,CH
70304296,CH
80010968,CH
70256944,CH
70308064,CH
70283264,CH
70298992,CH
70273616,CH
70269568,CH
70273640,CH
80017136,CH
70299040,CH
70307640,CH
80002480,CH
70274808,CH
70267240,CH
70295760,CH
70270368,CH
70296584,CH
70262640,CH
70287760,CH
80007760,CH
80032080,CH
70287288,CH
80018048,CH
80001896,CH
80031648,CH
70241592,CH
70275776,CH
70219528,CH
70254352,CH
70292832,CH
70254352,CH
70267632,CH
70284280,CH
70229048,CH
70301280,CH
70295912,CH
70274336,CH
70276712,CH
70295064,CH
70269488,CH
70251896,CH
70293672,CH
70270408,CH
70267240,CH
70297760,CH
80041600,CH
80023688,CH
70299616,CH
70264800,CH
70241752,CH
80013888,CH
80013792,CH
70265232,CH
70298736,CH
70267728,CH
70273232,CH
70298248,CH
70299904,CH
70251536,CH
80036408,CH
70307664,CH
80042304,CH
70264800,CH
70295696,CH
70264800,CH
70299272,CH
70302192,CH
80015784,CH
80007080,CH
80029624,CH
70270776,CH
70306648,CH
80046344,CH
80014992,CH
80013944,CH
70267240,CH
80020544,CH
80040328,CH
80062984,CH
80040328,CH
80013776,CH
70243456,CH
70294664,CH
80025264,CH
80059456,CH
80033776,CH
80049208,CH
80024056,CH
70266672,CH
70208104,CH
80048096,CH
80063104,CH
80080064,CH
80013280,CH
70291088,CH
70305904,CH
70243464,CH
70276712,CH
80008656,CH
80065488,CH
70269488,CH
80063024,CH
80063888,CH
80075000,CH
70305928,CH
70286696,CH
80046312,CH
80025392,CH
80052672,CH
80036744,CH
70293464,CH
80015280,CH
80042176,CH
80013872,CH
70308000,CH
80052712,CH
70301472,CH
70293704,CH
70291096,CH
70297088,CH
80026240,CH
70299744,CH
70291096,CH
70283200,CH
70307664,CH
80041088,CH
80080320,CH
80005456,CH
70293672,CH
80013552,CH
70305896,CH
80000592,CH
80014752,CH
80019704,CH
80093328,CH
80103408,CH
70305904,CH
70305888,CH
70299904,CH
80015280,CH
80113544,CH
80007080,CH
80018696,CH
70305952,CH
80084768,CH
80108848,CH
70301472,CH
80103472,CH
80116760,CH
80038296,CH
70299744,CH
80134328,CH
80134432,CH
80130696,CH
80138032,CH
80090672,CH
70296848,CH
80019584,CH
70241872,CH
80008184,CH
80152088,CH
80017216,CH
80113784,CH
80139280,CH
80133256,CH
80133304,CH
80014728,CH
80155768,CH
70309224,CH
80133312,CH
80142000,CH
80141256,CH
80138184,CH
80017528,CH
70301280,CH
80153232,CH
80172952,CH
80127504,CH
80165296,CH
80165728,CH
80165848,CH
80165856,CH
70275752,CH
80165856,CH
80186016,CH
70299808,CH
80187024,CH
80153232,CH
80127520,CH
80189184,CH
80166432,CH
80015000,CH
80211752,CH
80193512,CH
80220576,CH
80229984,CH
70296736,CH
80204352,CH
80210528,CH
80231064,CH
80061904,CH
80153464,CH
80235856,CH
80995576,CH
80236280,CH
81011056,CH
70303432,CH
70303496,CH
70303424,CH
70303424,CH
81011032,CH
80190104,CH
81022392,CH
80190104,CH
70303432,CH
80999056,CH
80039912,CH
70254344,CH
70229048,CH
80190000,CH
70275072,CH
70303432,CH
80039904,CH
80204400,CH
80999056,CH
81033648,CH
81030200,CH
80017264,CH
80185872,CH
81036528,CH
81036536,CH
80995576,CH
81020688,CH
80993328,CH
80158688,CH
81010864,CH
81010872,CH
81010872,CH
80011544,CH
81010864,CH
81010864,CH
81043536,CH
81043544,CH
81102528,CH
81072952,CH
81072848,CH
81077864,CH
81092768,CH
81112616,CH
81151824,CH
81137480,CH
81186616,CH
80057136,CH
81151824,CH
81151832,CH
80176232,CH
81149216,CH
81132448,CH
81155728,CH
81192960,CH
81186528,CH
70278992,CH
81151848,CH
81172912,CH
81228864,CH
81222520,CH
80020888,CH
81232432,CH
80036400,CH
80015408,CH
81252520,CH
81228400,CH
81224552,CH
81254800,CH
81277552,CH
81278096,CH
81263688,CH
81274984,CH
81281408,CH
81281424,CH
70273256,CH
81281448,CH
81281416,CH
81325440,CH
80019592,CH
81344088,CH
81334872,CH
81240440,CH
81228408,CH
81334888,CH
81334864,CH
81349560,CH
81351560,CH
81382160,CH
81382080,CH
81382056,CH
81415888,CH
81438160,CH
81411136,CH
81411168,CH
81411184,CH
81435600,CH
70272632,CH
80127440,CH
81351568,CH
80009248,CH
81443352,CH
81457248,CH
81457032,CH
81457240,CH
81457216,CH
81457528,CH
81409072,CH
81408976,CH
81408984,CH
81409000,CH
81496472,CH
81504280,CH
70292992,CH
81504288,CH
80011856,CH
80018992,CH
80021952,CH
80010656,CH
80018296,CH
80017536,CH
80025600,CH
70308064,CH
80025384,CH
80020544,CH
80007944,CH
80025272,CH
80025552,CH
80022272,CH
80022632,CH
80025744,CH
80037480,CH
80038416,CH
80045200,CH
80039392,CH
80015208,CH
80039816,CH
80030344,CH
80058848,CH
80044800,CH
80049904,CH
80060416,CH
80025168,CH
80044968,CH
80067944,CH
80050064,CH
80067616,CH
80045920,CH
80066800,CH
80011208,CH
80060512,CH
80011624,CH
80053656,CH
80013280,CH
80046776,CH
80027040,CH
80027160,CH
80031664,CH
80050008,CH
80027160,CH
80070184,CH
80043048,CH
80044544,CH
80023688,CH
80066088,CH
80065584,CH
80028264,CH
80059464,CH
80038440,CH
80045784,CH
80045808,CH
80049712,CH
80046352,CH
80049064,CH
80058424,CH
80079472,CH
80037760,CH
80002312,CH
80074504,CH
80042368,CH
80081408,CH
80039520,CH
80038448,CH
80090672,CH
80000768,CH
80039656,CH
80057968,CH
80028736,CH
80049872,CH
80083592,CH
80074248,CH
70301368,CH
80053560,CH
80080432,CH
80023344,CH
80077920,CH
80065600,CH
80015344,CH
80084448,CH
80071048,CH
80062048,CH
80043576,CH
80073488,CH
80066080,CH
80018688,CH
80059408,CH
80092880,CH
80026504,CH
80022456,CH
80094456,CH
80051136,CH
80039720,CH
80085416,CH
80095816,CH
80088000,CH
80027376,CH
80058424,CH
80062112,CH
80043048,CH
80073288,CH
80046248,CH
80067752,CH
80058464,CH
80076464,CH
80031800,CH
80049952,CH
80101096,CH
80031632,CH
80049280,CH
80094560,CH
80085440,CH
80095864,CH
70285584,CH
80084272,CH
80095232,CH
80077976,CH
80063992,CH
80017032,CH
80094272,CH
80091880,CH
80083752,CH
80103320,CH
80023616,CH
80106136,CH
80027984,CH
80082864,CH
80049280,CH
80048064,CH
80048944,CH
80044096,CH
80045824,CH
80102576,CH
80075008,CH
80037280,CH
80101496,CH
80059440,CH
80049872,CH
80049936,CH
80105456,CH
80050064,CH
80046192,CH
80063264,CH
80026224,CH
80106928,CH
80104024,CH
80103008,CH
80036416,CH
80045952,CH
80080616,CH
80023080,CH
80048224,CH
80095624,CH
80106128,CH
80075592,CH
80013272,CH
80075560,CH
80076696,CH
70307656,CH
80097352,CH
80087552,CH
80114800,CH
80097768,CH
80108384,CH
80094728,CH
80094728,CH
80106976,CH
80066224,CH
80097352,CH
80063704,CH
80117784,CH
80097224,CH
80097040,CH
80064456,CH
80057280,CH
80102208,CH
80070048,CH
80114224,CH
80093200,CH
80091744,CH
80089200,CH
80013272,CH
80057608,CH
80013872,CH
80108160,CH
80114112,CH
80058400,CH
80078200,CH
80118928,CH
80106744,CH
80096760,CH
80097432,CH
80057688,CH
80123800,CH
80118160,CH
80063952,CH
80113224,CH
80057608,CH
80128096,CH
80057608,CH
80064512,CH
80064512,CH
80065384,CH
80106304,CH
80108368,CH
80092888,CH
80101824,CH
80141336,CH
80132112,CH
80100168,CH
80095696,CH
80113648,CH
80134496,CH
80127000,CH
80134504,CH
80134608,CH
80134416,CH
80106968,CH
80097320,CH
80135672,CH
80134512,CH
80134520,CH
80081152,CH
80002536,CH
80106136,CH
80006232,CH
80134872,CH
80013272,CH
80044536,CH
80075560,CH
80141856,CH
80113640,CH
80041656,CH
80091744,CH
80115464,CH
80128688,CH
80127560,CH
80075472,CH
80126648,CH
80095904,CH
80097472,CH
80108496,CH
80127888,CH
80123744,CH
80116920,CH
80115688,CH
80113040,CH
80117440,CH
80108448,CH
80123744,CH
80123744,CH
80095200,CH
80094648,CH
80094256,CH
80113200,CH
80066072,CH
80006168,CH
80131480,CH
80131504,CH
80083976,CH
80018208,CH
80036656,CH
80007776,CH
80025680,CH
80117464,CH
80117536,CH
70301352,CH
80148272,CH
80114872,CH
80133184,CH
80091656,CH
80096544,CH
70260512,CH
80082656,CH
80117536,CH
80109192,CH
80076160,CH
80057864,CH
80123728,CH
80082944,CH
80117536,CH
80115032,CH
80043576,CH
80138408,CH
80107040,CH
80077400,CH
80150608,CH
80141784,CH
80074224,CH
80121832,CH
80049872,CH
80109416,CH
80146296,CH
80063152,CH
80142920,CH
80149280,CH
80091936,CH
80104240,CH
80075560,CH
80139296,CH
80149136,CH
80098464,CH
80115104,CH
80139616,CH
80139608,CH
80139520,CH
80147904,CH
80141784,CH
80113616,CH
80038360,CH
80117080,CH
80117744,CH
80142616,CH
80115672,CH
80098288,CH
80109536,CH
80160344,CH
80091248,CH
80065488,CH
80057168,CH
80098200,CH
80104416,CH
80119424,CH
80161104,CH
80131416,CH
80077416,CH
80073824,CH
80093296,CH
80128752,CH
80145808,CH
80098808,CH
80114464,CH
80102200,CH
80160504,CH
80156928,CH
80104984,CH
80044952,CH
80144800,CH
80121352,CH
80123616,CH
80117632,CH
80133336,CH
80142552,CH
80154688,CH
80163224,CH
80134888,CH
80136544,CH
80073904,CH
80016592,CH
80105696,CH
80075824,CH
80116840,CH
80098288,CH
80118000,CH
80154688,CH
80116920,CH
80096784,CH
80081960,CH
80141336,CH
80145360,CH
80144448,CH
80081792,CH
80099656,CH
80144400,CH
80148920,CH
80161696,CH
80155792,CH
80093104,CH
80149592,CH
80097608,CH
80091864,CH
80095528,CH
80021688,CH
80150328,CH
80025920,CH
80156944,CH
80031712,CH
80103816,CH
80103416,CH
80105064,CH
80164216,CH
80127544,CH
80157568,CH
80162992,CH
80113672,CH
80103424,CH
80149256,CH
80121384,CH
80081152,CH
80098096,CH
80119232,CH
80159952,CH
80103424,CH
80165920,CH
80037280,CH
80140952,CH
80141176,CH
80064512,CH
80093136,CH
80084088,CH
80144888,CH
80098840,CH
80036400,CH
80158576,CH
80096632,CH
80132960,CH
80041416,CH
80174904,CH
80126488,CH
80046312,CH
80091248,CH
80084800,CH
80111376,CH
80145144,CH
80103472,CH
70281320,CH
80081952,CH
80132960,CH
80125512,CH
80104240,CH
80179832,CH
80182080,CH
80174440,CH
80105688,CH
80170688,CH
80106744,CH
80149144,CH
80149592,CH
80048472,CH
80156856,CH
80156680,CH
80168304,CH
80176264,CH
80115456,CH
80164032,CH
80150600,CH
80107736,CH
80170608,CH
80095312,CH
80158040,CH
80117680,CH
80103576,CH
80156856,CH
80173608,CH
80106504,CH
80115136,CH
80165848,CH
80165848,CH
80068120,CH
80177488,CH
80083592,CH
80057280,CH
80107368,CH
80104416,CH
80157568,CH
80064512,CH
80050104,CH
80091592,CH
80045504,CH
80080360,CH
80158920,CH
80124088,CH
80121840,CH
80186864,CH
80184112,CH
80177720,CH
80144800,CH
80121840,CH
80109144,CH
80097424,CH
80104320,CH
80103336,CH
80172288,CH
80187568,CH
80166184,CH
80103728,CH
80103104,CH
80161640,CH
80158304,CH
80093104,CH
80093104,CH
80176872,CH
80177680,CH
80149984,CH
80118528,CH
80153128,CH
80166320,CH
70295168,CH
80138688,CH
80114784,CH
80151960,CH
80147984,CH
80057920,CH
80117800,CH
80114504,CH
80190144,CH
80185800,CH
80113784,CH
80067832,CH
80204120,CH
80204120,CH
80204120,CH
80112568,CH
80067832,CH
80071224,CH
80180184,CH
80113704,CH
80125984,CH
80152440,CH
80063600,CH
80145696,CH
80162200,CH
80177832,CH
80190992,CH
80127520,CH
80117448,CH
80147760,CH
80144456,CH
80163888,CH
80081224,CH
80126992,CH
80127440,CH
80127504,CH
80099200,CH
80187224,CH
80118280,CH
80117616,CH
80097520,CH
80195824,CH
80148072,CH
80155808,CH
80161936,CH
80200048,CH
80082720,CH
80195520,CH
80173480,CH
80204928,CH
80103312,CH
80202608,CH
80134440,CH
80103728,CH
80166240,CH
80185000,CH
80116208,CH
80103512,CH
80191512,CH
80161368,CH
80049280,CH
80106232,CH
80199872,CH
80107032,CH
80071344,CH
80193360,CH
80200992,CH
80163264,CH
80094624,CH
80188472,CH
80208832,CH
80080512,CH
80093136,CH
80141960,CH
80201312,CH
80188352,CH
80161336,CH
80163280,CH
80199128,CH
80082016,CH
80158248,CH
80226024,CH
80215152,CH
80100648,CH
80226864,CH
80191640,CH
80231064,CH
80227112,CH
80227120,CH
80227112,CH
80106776,CH
80133152,CH
80239504,CH
80987080,CH
80227184,CH
80228320,CH
80994720,CH
80196928,CH
80986896,CH
80986936,CH
80986920,CH
80188352,CH
80245624,CH
80188424,CH
80117456,CH
80188608,CH
80188352,CH
80211136,CH
80204352,CH
80213888,CH
80213848,CH
81005192,CH
80106736,CH
80992504,CH
80099080,CH
80104256,CH
80087744,CH
80104648,CH
81012576,CH
81000384,CH
80223000,CH
70251816,CH
70303496,CH
80065248,CH
80188664,CH
80987112,CH
80992624,CH
80150288,CH
80998960,CH
80998944,CH
80998968,CH
80998944,CH
80998960,CH
80222896,CH
80998968,CH
80205232,CH
80057752,CH
81022592,CH
81022600,CH
80227992,CH
81005088,CH
81027104,CH
80092784,CH
80036192,CH
80222784,CH
81045456,CH
81004160,CH
81036536,CH
81032832,CH
81032848,CH
81032864,CH
81032864,CH
81032864,CH
81042232,CH
80240280,CH
80999984,CH
80993280,CH
81020672,CH
81044856,CH
81005200,CH
81005200,CH
81043344,CH
80094720,CH
80092928,CH
81042192,CH
80065328,CH
80050104,CH
80085016,CH
80075016,CH
81010872,CH
80100168,CH
80100272,CH
80145624,CH
80185920,CH
80150352,CH
80160688,CH
80157888,CH
80162504,CH
80044888,CH
80232504,CH
81077040,CH
81092768,CH
81100000,CH
81036528,CH
81167768,CH
81112624,CH
80077128,CH
81112624,CH
81149200,CH
81036520,CH
81073760,CH
81176192,CH
81192880,CH
80062032,CH
80188728,CH
81112184,CH
81192888,CH
80151416,CH
81149208,CH
81192944,CH
81149216,CH
81216480,CH
81192976,CH
81192984,CH
81204912,CH
81206008,CH
81210232,CH
81086312,CH
81180728,CH
80127000,CH
81149224,CH
81172904,CH
81172744,CH
81215568,CH
80074936,CH
80057584,CH
80126992,CH
80112888,CH
81224840,CH
81219448,CH
81213144,CH
81208528,CH
81228864,CH
81232432,CH
81232432,CH
80078736,CH
81244368,CH
81260656,CH
81248632,CH
81263712,CH
81242208,CH
81252520,CH
81252520,CH
81267632,CH
81254808,CH
81282296,CH
80141776,CH
81287880,CH
81286920,CH
81289656,CH
81277552,CH
81165008,CH
81274960,CH
81274976,CH
81277552,CH
81281584,CH
81281584,CH
81151840,CH
81330080,CH
81281384,CH
81314928,CH
81281384,CH
81314928,CH
81337288,CH
81329184,CH
81405680,CH
81416272,CH
81411280,CH
81411176,CH
81411200,CH
81411152,CH
81411264,CH
80039440,CH
81411168,CH
81411144,CH
81411136,CH
80080352,CH
81411272,CH
81411296,CH
81411288,CH
81411184,CH
80085392,CH
81411272,CH
81418320,CH
81411160,CH
81444720,CH
81443344,CH
81443344,CH
81443352,CH
81443656,CH
81443664,CH
81457544,CH
81412224,CH
81457064,CH
81457168,CH
81457064,CH
81470328,CH
81464600,CH
81351568,CH
80061224,CH
81409040,CH
81408976,CH
81472080,CH
80145744,CH
81496472,CH
81408944,CH
81408960,CH
81409024,CH
81409096,CH
81409024,CH
81409064,CH
81409120,CH
80091880,CH
80134968,CH
80095536,CH
80057504,CH
80097728,CH
80156384,CH
80117808,CH
80095648,CH
80050008,CH
80096952,CH
80117456,CH
80100936,CH
80124680,CH
80117456,CH
80169800,CH
80099016,CH
80133312,CH
80133552,CH
80095816,CH
80151368,CH
80057752,CH
80057880,CH
80134968,CH
80081984,CH
80134968,CH
80095296,CH
80081864,CH
80119144,CH
80100936,CH
80155848,CH
80133552,CH
80150000,CH
80081168,CH
80097000,CH
80134968,CH
80132736,CH
80108984,CH
80113088,CH
80002608,CH
80171968,CH
80066432,CH
80134824,CH
80113624,CH
80049928,CH
80115856,CH
80117472,CH
80100056,CH
80161112,CH
80134528,CH
80170688,CH
80174920,CH
80126568,CH
80160080,CH
80176840,CH
80117488,CH
80178544,CH
80115672,CH
80115680,CH
80117744,CH
80146760,CH
80118912,CH
80176864,CH
80133552,CH
80100928,CH
80142320,CH
80128712,CH
80095696,CH
80164208,CH
80169552,CH
80178720,CH
80133664,CH
80117264,CH
80106792,CH
80115432,CH
80134784,CH
80136312,CH
80114664,CH
80174368,CH
80157864,CH
80161032,CH
80151648,CH
80173480,CH
80122176,CH
80142224,CH
80115464,CH
80134784,CH
80164776,CH
80169344,CH
80068328,CH
80176344,CH
80133552,CH
80158752,CH
80187568,CH
80178560,CH
80103736,CH
80168224,CH
80187304,CH
80174176,CH
80133040,CH
80049872,CH
80185224,CH
80134696,CH
80114992,CH
80168224,CH
80133552,CH
80091936,CH
80095408,CH
80119352,CH
80192096,CH
80192976,CH
80180848,CH
80175352,CH
80175688,CH
80175344,CH
80117744,CH
80095240,CH
80149064,CH
80171656,CH
80168192,CH
80117488,CH
80113592,CH
80167456,CH
80183328,CH
80192840,CH
80109400,CH
80117552,CH
80130520,CH
80171024,CH
80092928,CH
80185264,CH
80179432,CH
80155472,CH
80168080,CH
80117800,CH
80160344,CH
80063600,CH
80117536,CH
80142056,CH
80188576,CH
80039440,CH
80191680,CH
80002568,CH
80175616,CH
80185320,CH
80199048,CH
80164392,CH
80122760,CH
80135416,CH
80117696,CH
80184832,CH
80186048,CH
80139504,CH
80184056,CH
80105936,CH
80177408,CH
80117904,CH
80125976,CH
80095432,CH
80161704,CH
80124488,CH
80192448,CH
80158672,CH
80191512,CH
80191496,CH
80191512,CH
80191360,CH
80191360,CH
80191744,CH
80198000,CH
80168232,CH
80117544,CH
80187056,CH
80067520,CH
80192816,CH
80163152,CH
80176880,CH
80152352,CH
80196584,CH
80186848,CH
80103312,CH
80126024,CH
80151480,CH
80104064,CH
80108376,CH
80199032,CH
80182112,CH
80117040,CH
80128720,CH
80181552,CH
80191072,CH
80161920,CH
80191664,CH
80141272,CH
80189624,CH
80081536,CH
80134528,CH
80179392,CH
80174432,CH
80124712,CH
80114856,CH
80164456,CH
80158848,CH
80176080,CH
80204432,CH
80117944,CH
80118104,CH
80121840,CH
80113672,CH
80135168,CH
80184568,CH
80214016,CH
80214112,CH
80197912,CH
80117456,CH
80192096,CH
80215072,CH
80171096,CH
80119408,CH
80186088,CH
80178280,CH
80175800,CH
80171456,CH
80175824,CH
80127992,CH
80131560,CH
80220648,CH
80191808,CH
80174280,CH
80117496,CH
80095984,CH
80160760,CH
80175696,CH
80171560,CH
80127560,CH
80134824,CH
80208104,CH
80117552,CH
80126448,CH
80097144,CH
80203520,CH
80198544,CH
80217496,CH
80211784,CH
80221264,CH
80173000,CH
80192416,CH
80176208,CH
80214408,CH
80100176,CH
80158856,CH
80191080,CH
80164928,CH
80187432,CH
80185872,CH
80144312,CH
80178976,CH
80217544,CH
80216648,CH
80173712,CH
80059448,CH
80177440,CH
80202232,CH
80223472,CH
80190280,CH
80189808,CH
80232736,CH
80165248,CH
80119232,CH
80161496,CH
80178728,CH
80168160,CH
80225528,CH
80182472,CH
80214480,CH
80109296,CH
80214408,CH
80194672,CH
80198792,CH
80212304,CH
80174920,CH
80168232,CH
80213024,CH
80230400,CH
80108448,CH
80198056,CH
80175720,CH
80171360,CH
80177872,CH
80108152,CH
80226240,CH
80202712,CH
80173392,CH
80187056,CH
80168304,CH
80222176,CH
80180376,CH
80174216,CH
80158488,CH
80175408,CH
80190280,CH
80171704,CH
80109192,CH
80226168,CH
80103424,CH
80225528,CH
80089008,CH
80172960,CH
80217152,CH
80164400,CH
80146488,CH
80158584,CH
80222248,CH
80234792,CH
80176768,CH
80226232,CH
80121840,CH
80180072,CH
80223728,CH
80217120,CH
80223048,CH
80138912,CH
80226360,CH
80118176,CH
80132384,CH
80173520,CH
80218656,CH
80190928,CH
80174616,CH
80135712,CH
80190176,CH
80152432,CH
80226368,CH
80237296,CH
80206360,CH
80122176,CH
80157088,CH
80214552,CH
80227520,CH
80208376,CH
80174144,CH
80202808,CH
80234568,CH
80164904,CH
80226960,CH
80222824,CH
80218960,CH
80175424,CH
80189856,CH
80178968,CH
80239640,CH
80198632,CH
80182408,CH
80177344,CH
80217848,CH
80233960,CH
80232896,CH
80179376,CH
80109344,CH
80167648,CH
80209864,CH
80158664,CH
80996792,CH
80117736,CH
80233512,CH
80185760,CH
80994440,CH
80170280,CH
80158512,CH
80991024,CH
80991024,CH
80131280,CH
80160992,CH
80165920,CH
80214448,CH
80173624,CH
80191296,CH
80217120,CH
80176256,CH
80186976,CH
80185872,CH
80192832,CH
80992368,CH
80232896,CH
81003032,CH
80210160,CH
81014808,CH
80225024,CH
80173608,CH
81016192,CH
80201176,CH
81016192,CH
80199960,CH
80158512,CH
81016192,CH
81016192,CH
80177776,CH
80150504,CH
81003648,CH
80147984,CH
81012856,CH
80189712,CH
80142088,CH
80183336,CH
80185760,CH
80169496,CH
80163056,CH
80133496,CH
80202072,CH
80166368,CH
81012488,CH
80214792,CH
80190912,CH
80161728,CH
80998944,CH
81004000,CH
80209840,CH
80191216,CH
80208216,CH
80224056,CH
80987096,CH
80193160,CH
81019520,CH
81041512,CH
80988832,CH
81031264,CH
81032872,CH
81032872,CH
81032872,CH
81032872,CH
81033648,CH
81028432,CH
81046848,CH
80170280,CH
80177696,CH
81020632,CH
81044856,CH
81000864,CH
81020608,CH
81026192,CH
81020576,CH
80993680,CH
81043344,CH
81043344,CH
80175328,CH
80188880,CH
80179072,CH
80206696,CH
81010872,CH
81025016,CH
80209752,CH
81074016,CH
81059944,CH
81072808,CH
81065432,CH
81065424,CH
81044224,CH
81059952,CH
81080520,CH
81095392,CH
81029432,CH
81093224,CH
81093248,CH
81093296,CH
81093144,CH
81093128,CH
80192840,CH
81005200,CH
81154168,CH
80174976,CH
81036528,CH
81149200,CH
81170096,CH
81149208,CH
81149208,CH
70136104,CH
81192880,CH
81186968,CH
81132440,CH
81193248,CH
81064728,CH
80191528,CH
80187208,CH
80172008,CH
80191120,CH
81172864,CH
81172760,CH
81172752,CH
81035888,CH
81172760,CH
81213152,CH
81213152,CH
81205624,CH
80224464,CH
81167104,CH
81167136,CH
81167120,CH
81140304,CH
81233768,CH
81164144,CH
81232416,CH
81151856,CH
81164096,CH
81232960,CH
81244456,CH
81172888,CH
81244456,CH
81244040,CH
81232424,CH
80185232,CH
81258168,CH
80994176,CH
81086888,CH
81244616,CH
81252512,CH
81252520,CH
81282552,CH
81282552,CH
81273200,CH
81267648,CH
81267672,CH
81248632,CH
80211448,CH
81277544,CH
81116048,CH
81313904,CH
81273240,CH
80996368,CH
81264136,CH
81281464,CH
81318904,CH
81314928,CH
81337296,CH
81344088,CH
80170312,CH
80171024,CH
81334888,CH
81304208,CH
81351464,CH
81351472,CH
81351472,CH
81032768,CH
80187360,CH
81411296,CH
81411152,CH
81424376,CH
81411264,CH
81411272,CH
81411168,CH
81411280,CH
81466064,CH
81351472,CH
81351472,CH
80211992,CH
81443344,CH
81446928,CH
81446928,CH
81453968,CH
81470224,CH
81457056,CH
81457016,CH
81457248,CH
81457248,CH
81482616,CH
81482640,CH
81482656,CH
81409048,CH
81409040,CH
81409064,CH
